Name	Log2ratio_Log10fdr
Kpnb1	1.16275E-05
Tmem135	1.15413E-05
Zdhhc3	1.14178E-05
Sycp2	1.12159E-05
Snhg3	1.11731E-05
Gtf2e1	1.11517E-05
Tasl	1.06387E-05
Stat2	1.05667E-05
Pwp1	1.04343E-05
Ptrh2	1.02359E-05
Fbxo24	9.90583E-06
Znhit3	9.70093E-06
Wdr43	9.45155E-06
Znrd1	9.18659E-06
Rab11a	9.01481E-06
Minpp1	8.28199E-06
Pcdha2	8.09736E-06
Cdkl3	8.03911E-06
Tmem205	7.71611E-06
Reep3	7.4729E-06
Lipe	7.10466E-06
Txn2	7.06606E-06
Fam169a	7.00643E-06
Sirt4	6.87724E-06
Asb6	6.531E-06
Echdc2	6.39669E-06
Clstn3	6.1148E-06
Stx11	6.09359E-06
Gm15816	6.08932E-06
Gpat3	5.92901E-06
Rab26os	5.69641E-06
Eid2	5.68878E-06
Zranb2	5.34528E-06
Pcyt1b	5.29774E-06
Apbb2	5.27822E-06
Tecpr1	5.27288E-06
Lrrc43	5.07818E-06
Dlat	4.54474E-06
Ccdc8	4.51777E-06
Ccna1	4.33822E-06
Nudt2	3.99163E-06
Kmt2a	3.83891E-06
Cacng5	3.81288E-06
Crlf1	3.75098E-06
Dph5	3.40019E-06
Prrc2b	3.22299E-06
Tsr1	3.09807E-06
Trabd	3.00579E-06
Crb2	2.56707E-06
Spp2	2.55749E-06
Kcnj5	2.52598E-06
Cdh10	2.47644E-06
Haao	2.45639E-06
Myo6	2.43095E-06
Srpk2	2.35945E-06
Hipk3	2.1963E-06
1700028E10Rik	2.13505E-06
Natd1	2.09876E-06
Mthfd1	2.04794E-06
Spata31d1a	1.74119E-06
Ppp2r3a	1.72444E-06
Gipc2	1.69817E-06
Plscr2	1.64882E-06
Pcbp2	1.62687E-06
Nrl	1.58343E-06
Trpm2	1.4355E-06
Nkiras1	1.26384E-06
Clcn2	1.20875E-06
Akr1cl	1.17965E-06
Ptgs1	1.15383E-06
Sap18b	1.11165E-06
Zfp534	1.01536E-06
Rab43	1.011E-06
Prmt2	1.00469E-06
4933430I17Rik	9.39238E-07
Psma6	8.16422E-07
Umad1	8.08237E-07
Prrx1	8.02927E-07
Thoc6	7.53435E-07
Olfml3	6.7827E-07
Tmem74	6.34924E-07
Vps36	6.12199E-07
Ascl1	6.08044E-07
Rcbtb2	4.80451E-07
Ttc16	4.23822E-07
Pdcd2l	4.09347E-07
Lins1	3.8801E-07
Mapk1	3.55754E-07
Myo1c	2.96509E-07
Prrg3	2.13198E-07
Fbn2	1.97792E-07
Il4i1	1.94524E-07
Nsd2	1.89989E-07
Pacsin1	1.84664E-07
Celrr	1.61179E-07
Psmg1	1.61008E-07
Lpcat3	1.52012E-07
Mpped1	1.32176E-07
Rab6b	1.06038E-07
Srp54a	8.34155E-08
Plcb3	7.61924E-08
Rrp7a	7.59287E-08
Gpr182	6.48426E-08
Alyref	6.22537E-08
Klf7	4.62584E-08
Vstm2b	4.51887E-09
Dnhd1	4.15625E-09
Gm12359	3.41703E-09
Pcdhgc3	3.38191E-10
Lmbr1l	1.65961E-10
Hbb-b1	-1.96159E-09
Nags	-5.25735E-09
Dstn	-1.00463E-08
Dync1li2	-1.03707E-08
Telo2	-1.80498E-08
Csk	-2.84573E-08
Nampt	-3.77668E-08
Mllt11	-5.36885E-08
Myo18a	-7.01424E-08
Sipa1l2	-9.65838E-08
Fau	-9.72526E-08
Dcaf13	-1.70579E-07
Csad	-2.13956E-07
Pomgnt2	-2.51482E-07
Pcdhb5	-2.6166E-07
Pip4p1	-2.75458E-07
Apeh	-2.79952E-07
Zfp846	-3.05209E-07
Enoph1	-3.12739E-07
Lims1	-4.62264E-07
Igfbpl1	-4.75375E-07
U2af2	-4.93074E-07
Zfp958	-5.16017E-07
Fgf11	-6.53246E-07
Atxn7l3	-7.0928E-07
Fbxo21	-7.70149E-07
Strap	-7.82431E-07
Ube2ql1	-7.96755E-07
Arhgap28	-8.01488E-07
Jchain	-8.06382E-07
Rcbtb1	-8.25846E-07
Itgbl1	-1.12309E-06
Fndc5	-1.13958E-06
Golim4	-1.23627E-06
Ptafr	-1.43005E-06
Ncald	-1.81393E-06
Atp5k	-1.82069E-06
Ctns	-1.82991E-06
Mrpl22	-2.27919E-06
Rps11	-2.40635E-06
Ppp4r1	-2.42928E-06
Tbx22	-2.54689E-06
Obsl1	-2.6593E-06
Mrpl13	-2.66738E-06
Ankrd46	-2.67809E-06
Iqgap1	-2.73669E-06
Fbln1	-2.8135E-06
Slc6a17	-2.93451E-06
Zbtb4	-2.94531E-06
COX1	-2.97723E-06
AI847159	-3.049E-06
Tgds	-3.07632E-06
Zfp341	-3.19424E-06
Abcf3	-3.39353E-06
Smo	-3.40584E-06
Rufy2	-3.43983E-06
Gpd1l	-3.51246E-06
Prss56	-3.59376E-06
Necab1	-3.99703E-06
Tma7	-4.02691E-06
Rpap1	-4.14536E-06
Rasl10b	-4.20315E-06
Dlx5	-4.31624E-06
Gm4924	-4.44272E-06
Wrap73	-4.86967E-06
Ccdc91	-4.96144E-06
Gdf1	-5.00073E-06
Zfp2	-5.01942E-06
Gm9962	-5.24886E-06
Map4k4	-5.38814E-06
Uqcr10	-5.52373E-06
Dph2	-5.62167E-06
C4b	-5.80011E-06
Tbpl1	-5.85883E-06
Kcnj8	-5.89935E-06
Mgat4b	-6.17095E-06
Marveld3	-6.2835E-06
Mlc1	-6.30092E-06
Scaf4	-6.58474E-06
Gnat1	-6.60362E-06
Plch2	-7.08722E-06
Sbno1	-7.21524E-06
Oma1	-7.24863E-06
C77080	-7.3111E-06
C9orf72	-7.9758E-06
Dis3l	-8.06745E-06
Serpinb9	-8.68555E-06
Kdelr1	-8.74211E-06
Smad2	-8.86128E-06
Plcg1	-9.11817E-06
Mpnd	-9.69073E-06
Thoc7	-9.70813E-06
Prr13	-9.72524E-06
Scamp1	-9.88031E-06
Slc3a2	-1.00041E-05
Trappc6b	-1.04569E-05
4932414N04Rik	-1.07801E-05
2210406O10Rik	-1.11499E-05
Rrp9	-1.22416E-05
Scn8a	-1.23342E-05
Lrrk1	-1.24983E-05
Cldn12	-1.2541E-05
Adgrf5	-1.27967E-05
Usp14	-1.28639E-05
Kansl2	-1.38801E-05
Hnrnpk	-1.42076E-05
Agpat3	-1.42377E-05
Ewsr1	-1.46971E-05
Dedd	-1.51302E-05
Arxes2	-1.54438E-05
Rnf13	-1.54798E-05
Pdf	-1.57537E-05
Edem1	-1.61309E-05
Adcyap1r1	-1.64144E-05
Nudt9	-1.67147E-05
Hprt	-1.6933E-05
Nav3	-1.70271E-05
Cldn10	-1.75052E-05
Acot7	-1.81916E-05
Grwd1	-1.84256E-05
Dact3	-1.87866E-05
Cisd1	-1.89922E-05
Sdhaf3	-1.92706E-05
Med28	-1.93492E-05
Tbce	-1.94284E-05
Dpysl4	-1.95485E-05
Cntnap1	-1.9658E-05
4930515G01Rik	-1.97937E-05
Has2	-2.0335E-05
Tsc2	-2.07295E-05
Bst1	-2.14494E-05
Yipf3	-2.14717E-05
Tmem229a	-2.21712E-05
Stom	-2.2324E-05
Gabbr1	-2.2669E-05
Psmb5	-2.29384E-05
Cenpl	-2.36879E-05
Fam221b	-2.37891E-05
Iqgap3	-2.38845E-05
Rimbp3	-2.39784E-05
Gm3411	-2.42523E-05
Uqcrc2	-2.48357E-05
Arf3	-2.58675E-05
CYTB	-2.59932E-05
Plgrkt	-2.75212E-05
Tmc1	-2.76937E-05
Aldh7a1	-2.84984E-05
Gpat4	-2.89454E-05
Vdac1	-2.91946E-05
Rps13-ps1	-2.92017E-05
Jph4	-2.92689E-05
Ppm1a	-2.96495E-05
A330040F15Rik	-2.96714E-05
Pros1	-3.01727E-05
Cort	-3.0259E-05
Snf8	-3.0583E-05
Zfp36l1	-3.09784E-05
Dusp16	-3.09974E-05
Galnt12	-3.15805E-05
Scml4	-3.2212E-05
Trh	-3.296E-05
Otud3	-3.31318E-05
Arpc1a	-3.32277E-05
ND6	-3.3255E-05
Tulp3	-3.35473E-05
Wdr27	-3.45732E-05
Tubb4b	-3.46701E-05
Xrn1	-3.49409E-05
Nudt22	-3.49772E-05
Myl12b	-3.77181E-05
Sdha	-3.77639E-05
Rcn2	-3.83111E-05
Kcnk9	-3.83676E-05
Rusc2	-3.86651E-05
Ddx3x	-3.88041E-05
Trim30d	-3.89487E-05
Uros	-3.95654E-05
Timm9	-3.99527E-05
Man1c1	-4.0085E-05
Morn5	-4.02943E-05
Gde1	-4.0404E-05
Tlk2	-4.06698E-05
Eya3	-4.07001E-05
Coil	-4.08831E-05
Sco2	-4.09637E-05
Zap70	-4.18871E-05
Clec11a	-4.2217E-05
Cndp1	-4.33181E-05
Fam214a	-4.42733E-05
Insyn1	-4.44578E-05
Dhx58	-4.44862E-05
Brd7	-4.46577E-05
Pomk	-4.47479E-05
Enkur	-4.63671E-05
Mbp	-4.64712E-05
Psma2	-4.7594E-05
Mlxipl	-4.75988E-05
Prrt2	-4.77938E-05
Snap91	-4.82792E-05
Tmod1	-4.8543E-05
Pip4k2a	-5.03921E-05
Trim46	-5.0861E-05
Zkscan7	-5.09841E-05
Snrpb	-5.16655E-05
Foxo3	-5.31395E-05
Actrt3	-5.31651E-05
Smim4	-5.35895E-05
Rprd2	-5.3786E-05
Mroh1	-5.44969E-05
Aqp4	-5.50955E-05
Daam1	-5.7522E-05
Ethe1	-5.75864E-05
Fam71f2	-5.76914E-05
Cyrib	-5.85618E-05
Plod2	-6.00368E-05
Gja6	-6.00649E-05
BC003965	-6.00784E-05
Nmnat3	-6.01901E-05
Efcab9	-6.02994E-05
Mtmr9	-6.12679E-05
Cavin1	-6.16893E-05
Zfp354b	-6.19944E-05
Svop	-6.2285E-05
Hpx	-6.23441E-05
Gm14023	-6.34739E-05
Pisd	-6.4113E-05
Flrt2	-6.5889E-05
Stpg1	-6.70125E-05
Slc12a8	-6.71952E-05
Zfp275	-6.88987E-05
Prrt3	-6.89443E-05
Pcdha11	-6.97672E-05
Mphosph6	-7.06566E-05
Caml	-7.13759E-05
Shroom1	-7.38584E-05
Laptm4a	-7.40035E-05
Prkar2b	-7.41478E-05
Pitpnm3	-7.42869E-05
Cfap43	-7.66017E-05
Pigh	-7.73794E-05
Rcn3	-7.74311E-05
Gm16712	-7.84322E-05
Pcdhb16	-7.9015E-05
Cfap77	-7.92592E-05
Parva	-7.94828E-05
Bmp5	-8.06885E-05
Sbspon	-8.08901E-05
Fam183b	-8.29437E-05
Fbxo8	-8.33093E-05
Zdhhc2	-8.34354E-05
Slc26a7	-8.37375E-05
Pgbd1	-8.4549E-05
Toe1	-8.62267E-05
Smg8	-8.69839E-05
Foxc1	-8.7646E-05
Slc27a4	-8.81033E-05
H2-T24	-8.81782E-05
Zfp282	-8.91662E-05
Aste1	-9.11711E-05
Cenpv	-9.20438E-05
Calm3	-9.22417E-05
Qser1	-9.4991E-05
Akt1s1	-9.50811E-05
Rplp2	-9.53867E-05
Aifm1	-9.63736E-05
Grsf1	-9.65911E-05
Myrfl	-9.79243E-05
Pbp2	-9.90544E-05
Nr2f6	-0.000100033
Rpl22l1	-0.000100563
Eid2b	-0.000101545
Prps1	-0.000102813
Pin1	-0.000104297
Armc9	-0.000106538
Unc50	-0.00010714
Ttf1	-0.000108343
Hey2	-0.000109051
Slc15a1	-0.000110632
Cwf19l2	-0.000114839
Septin11	-0.000114948
Ppp3ca	-0.000115553
Fzd7	-0.000116026
Ociad1	-0.000117821
Rnf41	-0.000118326
Son	-0.000118616
Cxcl16	-0.000118953
Fam160b2	-0.000123882
Mrpl3	-0.000124324
Supt5	-0.000126846
Zfp629	-0.000129403
Uqcrfs1	-0.000131249
Mtfp1	-0.00013363
Cmah	-0.000133681
Lsm14b	-0.000134428
Bmerb1	-0.000136559
Ppt1	-0.000137537
Naa10	-0.000138157
Drc3	-0.000139514
Vti1b	-0.0001403
Zfp691	-0.000140697
Sftpc	-0.000140885
Axin1	-0.00014236
Rad54l	-0.000142668
Tbc1d12	-0.000143242
Racgap1	-0.000144145
Alox5	-0.000144352
Slco1c1	-0.000144615
Fkbp3	-0.000145301
Xxylt1	-0.00014815
Ccndbp1	-0.000148516
Vkorc1l1	-0.000149051
Glt28d2	-0.000151615
Brf2	-0.000153374
Slc46a3	-0.000154389
Slc35c1	-0.000154559
Syndig1	-0.000156807
Ypel5	-0.000156808
Pcdhb12	-0.00015718
Asxl1	-0.000157966
Zbtb10	-0.000160439
Adgrv1	-0.000167094
Itm2c	-0.000167748
4933439K11Rik	-0.000169665
Cox7b	-0.000170109
Aasdh	-0.000170393
Acad8	-0.000171238
Ptdss1	-0.00017158
Ftsj3	-0.000171793
Cacna2d1	-0.00017479
Napb	-0.000175161
C1ql3	-0.000175517
Tceal8	-0.000177732
Uck2	-0.000180006
Slc11a2	-0.000181611
Rcn1	-0.00018385
Ppl	-0.000183862
Vps13d	-0.00018542
Cdc40	-0.000187247
Ccl21a	-0.000188134
Glra2	-0.000188141
Vcp	-0.000188862
Rack1	-0.000189186
Tnfaip2	-0.000189364
Mad2l1bp	-0.000190156
Riok3	-0.000191519
Clec4a1	-0.000191984
Mcm10	-0.000193383
Fam98a	-0.000194362
Ndufb2	-0.000195318
Baz2a	-0.000197493
Tsc1	-0.000198604
Ssbp2	-0.000201441
Vamp2	-0.00020167
Gm10767	-0.00020174
Wfs1	-0.000204105
Gm13212	-0.000204998
Reep4	-0.000205111
Primpol	-0.00020794
Kcnc1	-0.000208189
Tfg	-0.00021065
Pde6g	-0.000211881
Pcnp	-0.000211985
Gm3086	-0.000213135
Ackr2	-0.000213994
Il6ra	-0.000217018
Rpa1	-0.00021864
Glmp	-0.000219004
Mtf2	-0.000219229
Cep295nl	-0.000219669
Gm2245	-0.000220269
Sp8	-0.000221561
Spdef	-0.000222244
Ubqln2	-0.000224303
Nup98	-0.000225021
Bcas2	-0.000225451
Top3a	-0.000225904
Pdpr	-0.000226153
Ddo	-0.000229037
Rtn4rl2	-0.000229047
Ppp2r5d	-0.000230878
Syt7	-0.000233754
Tagln3	-0.000235767
Memo1	-0.000236213
Sapcd1	-0.000237391
Stag1	-0.000237727
Bop1	-0.000240741
Tmem51os1	-0.000244696
Tmem169	-0.00024508
Crtc2	-0.000246697
Rpl26	-0.000252621
Tpd52l2	-0.000253896
Nomo1	-0.00025889
Enpp2	-0.000260514
Zfp81	-0.000261358
Bap1	-0.00026298
Lpl	-0.000263716
Psg29	-0.00026708
Fbxw8	-0.000270218
Cstb	-0.000270933
Pcdhb18	-0.00027105
Myof	-0.000271229
Gng8	-0.000272066
Ndufa1	-0.000272802
Zfp553	-0.000275789
Apaf1	-0.000281368
Arl4a	-0.000281993
Lat	-0.000282423
Lipt1	-0.0002832
Rars	-0.000285816
Tspan33	-0.00028754
Fgd1	-0.000290159
Unc45b	-0.000293344
Ccdc34	-0.000293404
Esrrb	-0.000296333
Lamp5	-0.000297597
ND5	-0.000301291
Rpgr	-0.000301343
L1td1	-0.000301416
Sf3b6	-0.000301864
Adgrf4	-0.000302404
Lin37	-0.000307095
Wwox	-0.000307181
Ceacam1	-0.000307267
Gm14434	-0.000308101
Ebag9	-0.000308849
Sbds	-0.000309745
Greb1	-0.000310028
Gas5	-0.000314494
Prrg1	-0.000314952
Rfx1	-0.000316965
Cubn	-0.00031881
Atg9a	-0.000321144
Ap4e1	-0.000324617
Glud1	-0.000324642
Phf14	-0.000330439
Cep295	-0.000330707
Swi5	-0.00033108
Pea15a	-0.000332193
Foxn2	-0.000336966
Aim2	-0.000338314
Ackr1	-0.000338844
Fbxo41	-0.000343439
Ogfod2	-0.000343652
Gm5124	-0.000348214
Atp2a3	-0.000348247
Acadsb	-0.000350004
Tmem216	-0.000352865
Stk11	-0.000354161
Enox2	-0.000358034
Tsg101	-0.000360267
Zfp110	-0.000362351
Olfr71	-0.000365145
Zfp286	-0.000365513
Rpl23	-0.000367342
Tbca	-0.000367707
Ddn	-0.000367874
Cbx6	-0.000368387
Gripap1	-0.000369262
S100pbp	-0.000369774
Inpp5j	-0.00037066
Slc35g2	-0.000371134
Nfs1	-0.000373579
Mylk3	-0.000377445
2510039O18Rik	-0.000378764
Atp6v0b	-0.000383925
Snx20	-0.000384293
Cwc15	-0.000384857
Btbd17	-0.000393244
Tdo2	-0.000394253
Akain1	-0.000395196
Klhl20	-0.00039859
Trmt2b	-0.000404489
Ubox5	-0.000407515
Nfkbie	-0.000408503
Ggh	-0.000409939
Trim24	-0.000410203
Gng10	-0.00041355
Cdk16	-0.00041429
Ddx25	-0.000422542
Pick1	-0.000423646
Cep44	-0.000424325
Dach2	-0.000425052
Tbc1d31	-0.00042592
Mettl21a	-0.000427328
Plbd1	-0.000429031
Socs3	-0.000430045
Syce2	-0.000430906
Cd209c	-0.000430919
Rpf2	-0.000432173
Fat4	-0.000435386
Lrch1	-0.000436791
D130043K22Rik	-0.000436938
Pomp	-0.000437023
Oxsm	-0.000438543
Frmd5	-0.000439957
Misp3	-0.000441797
Lrwd1	-0.000443747
Ctss	-0.000445974
Birc6	-0.00044736
Rad1	-0.000447684
Pnldc1	-0.000447985
Cdh1	-0.000448351
Zc2hc1a	-0.000449702
Mbtps1	-0.000450986
Megf11	-0.000451
Myh8	-0.000451767
Pxdc1	-0.000455294
C87436	-0.000458779
Stard3nl	-0.000462896
Polr1c	-0.000465042
Tsku	-0.000465905
Comtd1	-0.000466675
Sec23a	-0.000466741
Tmem35b	-0.000466933
Me2	-0.000468339
Orc5	-0.000468854
Ercc6l2	-0.000469236
Suds3	-0.000469814
Tstd3	-0.000471473
Zfp526	-0.000472009
Pcdhgb6	-0.000479031
Nckap5l	-0.000479882
Tmem132c	-0.000483062
4930554H23Rik	-0.000483725
Ubac2	-0.000485199
Bdkrb2	-0.00048675
Kcnj10	-0.000488881
Tmem50a	-0.000491548
Ddx31	-0.000494241
4931428F04Rik	-0.000499153
Arfgef2	-0.000500539
Afg3l2	-0.00050746
Ncam2	-0.000509675
Smad4	-0.000510755
Morc2a	-0.000514202
Gm10177	-0.000518635
Zfp423	-0.000519177
Lzts2	-0.000520296
Bcap29	-0.000522237
Tmem154	-0.000526027
Slc25a19	-0.000532325
Plppr2	-0.000532336
Rbm5	-0.00053254
Cox20	-0.000535482
Pcdhga10	-0.00053651
Rsad2	-0.000538069
Ceacam3	-0.000540503
Tmem254a	-0.000544842
Cars	-0.000549046
Fcf1	-0.00055074
Zfp938	-0.000551031
Fam171a2	-0.00055771
Gpr55	-0.000560212
Hnrnpa1	-0.000568103
Rabgap1	-0.000571294
Rnasel	-0.000571713
L2hgdh	-0.000578946
Elf2	-0.000579473
Micu2	-0.000581156
Hsd3b2	-0.000583552
Spns1	-0.000585451
Dipk1b	-0.000587316
Srsf12	-0.000589354
Sarm1	-0.000589738
Myh7	-0.000591431
Ccpg1os	-0.000591603
Tbrg1	-0.000592311
Sypl2	-0.000593434
1810014B01Rik	-0.000593877
Nfyc	-0.000598928
Numa1	-0.000600945
Spaar	-0.000601541
Nck2	-0.000602315
Tmem178b	-0.000603833
Hpca	-0.000604013
Sft2d1	-0.000608793
Rnf31	-0.000608847
Pgap3	-0.00062216
Uhrf1bp1	-0.000629144
Gabrg3	-0.00063579
Copb2	-0.000638009
Dnah2	-0.000648176
Tsen2	-0.00064842
Pitpna	-0.000652322
Vwa3b	-0.000656799
G530011O06Rik	-0.000659393
Eif2b2	-0.000659642
Mcf2	-0.000661703
Gpn2	-0.000664405
Mrpl12	-0.000667421
Pdzph1	-0.00066759
Atad1	-0.000669402
Pcdhga4	-0.000669547
Scarb1	-0.000671526
Pex26	-0.000675332
Tmem143	-0.000676037
Anxa1	-0.000678898
Sh3pxd2a	-0.000681552
Med8	-0.000686212
Syt10	-0.000686363
Adcy10	-0.000689393
Fam162a	-0.000692765
Dicer1	-0.000697417
Scamp2	-0.000698926
Ecm2	-0.000703682
Chchd2	-0.000704285
Urb1	-0.000708234
Plcg2	-0.000714117
Gpm6a	-0.000715763
Ywhae	-0.000716849
Rsrc1	-0.000719666
Nubp1	-0.000721387
Cntn1	-0.000723066
Fxyd3	-0.000732008
Cald1	-0.000732165
Casp2	-0.000737902
Gins2	-0.000739488
Mdc1	-0.000740262
Cc2d1a	-0.000741316
Hsbp1l1	-0.000747003
Yipf1	-0.000752785
Pcolce2	-0.000752938
Gstk1	-0.000754678
Prorsd1	-0.000755434
Pantr2	-0.000755731
Papss2	-0.000761886
Nyx	-0.000762661
9430041J12Rik	-0.000763407
Map3k7cl	-0.00076361
E2f7	-0.000770913
Oprk1	-0.000771718
Lsm7	-0.000774137
Rps24	-0.000775031
Tmem237	-0.000779545
Cmss1	-0.000781724
Ift43	-0.000784877
Nxph3	-0.000786517
Myl1	-0.000792519
Rpp38	-0.000794844
Gatm	-0.000795737
Ank1	-0.000798184
Magee2	-0.000800005
2700049A03Rik	-0.000803054
Uba2	-0.00080336
Pard6b	-0.000804947
Larp7	-0.000807645
Acsf2	-0.000813219
Ccdc30	-0.000813599
Ep400	-0.000814587
Kcns1	-0.000815715
Ipo11	-0.000816543
Adrb1	-0.000816815
Cyp4f17	-0.000818655
Lrfn3	-0.000825683
Acad11	-0.000833761
Usp16	-0.000835894
Bysl	-0.000838122
Tnni1	-0.000844284
Cilk1	-0.00084496
Slc6a19	-0.000846146
Gga3	-0.0008469
Fcgr1	-0.000848536
Stk16	-0.000854525
Pgam1	-0.000856446
Nt5m	-0.000857979
Camsap3	-0.000859919
Vps33b	-0.00086549
Lzic	-0.00086677
Acbd6	-0.000873794
Slirp	-0.000874846
Akap8l	-0.000876963
Zfp619	-0.000880838
Sgcb	-0.000886704
Ugdh	-0.000896199
Cmtm7	-0.000903703
A330009N23Rik	-0.000903915
Kcnk3	-0.000904989
Ankrd61	-0.000905301
Fdft1	-0.000908175
Pycrl	-0.000911369
Terf2ip	-0.000912342
Tomm5	-0.000916624
Timp2	-0.000922939
9130401M01Rik	-0.000924746
Rnf44	-0.000928799
Atg2a	-0.000929028
Sgf29	-0.00093586
Ppih	-0.000936305
Arid1a	-0.000938577
Nr4a2	-0.000940545
Ammecr1	-0.000941883
Ykt6	-0.000942449
Rbm12	-0.000944009
Necap2	-0.000944011
Vstm4	-0.000948936
Bbs9	-0.000948967
Dnajc24	-0.000949018
Med9	-0.000949292
Apoo	-0.000951451
Ap4s1	-0.000951626
Cep57l1	-0.000951715
Rab11fip2	-0.000952005
Nmrk1	-0.000952614
Isx	-0.000958305
Prr3	-0.000961032
Sgo1	-0.000962338
Acot8	-0.000972328
Coch	-0.000974094
Wdr41	-0.000979546
Rmdn3	-0.000987199
Tmem258	-0.000990112
Ifi27	-0.000990952
Tmem241	-0.000990996
Rfx2	-0.000994021
Arf2	-0.001000392
Usp4	-0.001005526
Robo2	-0.001007176
Grik3	-0.001012719
Gprc5b	-0.001013772
Cdhr1	-0.00101465
Prep	-0.001015323
Mnt	-0.00101801
Xpot	-0.001018792
Zcchc4	-0.001022429
Rps8	-0.001024141
Tctn2	-0.001026195
Zfp606	-0.001027273
Zfp622	-0.001030442
Cdk2ap1	-0.001030675
Atp5pb	-0.001033369
Ssh3	-0.001035142
Adamtsl4	-0.00103596
Slc9b1	-0.001041067
Brox	-0.001041498
Ube2t	-0.001052229
Gtpbp8	-0.001054704
Spns3	-0.001069429
Itfg1	-0.001070206
Zfp318	-0.001073368
Ankrd13b	-0.001075316
Med15	-0.001077023
Trim8	-0.001079063
Lhfpl1	-0.001081595
Gm16001	-0.00108671
Pxn	-0.001086814
Rps3a2	-0.001090211
Pcdhga8	-0.001093016
Fam149a	-0.001093452
Dpp7	-0.00109861
Arhgdib	-0.001102411
Prorp	-0.001103077
Tspan3	-0.001103845
Mphosph9	-0.001104536
Mib2	-0.001106325
Phldb2	-0.001111769
Pcdhga11	-0.00112077
Rgs6	-0.001121966
Fam168b	-0.001123988
Ermard	-0.001124673
Kti12	-0.001136332
Pacc1	-0.001137503
Gorasp2	-0.001137749
Tpcn1	-0.001137806
Rpap2	-0.001143799
Mapk10	-0.001148422
Dapl1	-0.001159299
Tmem222	-0.001160017
2210418O10Rik	-0.001163446
Ankrd11	-0.001163588
Gbe1	-0.001168931
Gm26633	-0.001171959
Pvt1	-0.001173414
Dna2	-0.001181722
Setbp1	-0.001183642
Ylpm1	-0.001187871
Gpatch4	-0.001188914
Nkapd1	-0.001197946
Cntrob	-0.001204153
Aspm	-0.001206649
Wars	-0.001206716
Cdh5	-0.001208444
Hmces	-0.001211942
Dnajb12	-0.001212461
4930525G20Rik	-0.001212887
Dcst1	-0.001219855
Tigar	-0.001221212
Enkd1	-0.001221342
Yars	-0.001223229
Flii	-0.001224558
Zbtb8b	-0.001237055
Ssna1	-0.001241208
Syce1	-0.001241684
Emp2	-0.001242047
Taf11	-0.001242322
St3gal2	-0.001242749
Clcn6	-0.001251212
Aldh6a1	-0.001252241
Cds1	-0.001254244
Gm5067	-0.001255632
Arhgap11a	-0.001263791
Ankrd35	-0.001265707
Atp6v1d	-0.001269515
Dsn1	-0.001269927
Mir374b	-0.001273381
Ak2	-0.001274759
Dgkz	-0.001280427
Zfp329	-0.001285771
Xpnpep3	-0.001289528
Btk	-0.0012927
Calm2	-0.001294937
Mtmr14	-0.001306439
Tnfrsf10b	-0.001306584
Sobp	-0.001307424
Yes1	-0.001312658
Ddr2	-0.001314591
Psmd2	-0.001320769
Zic2	-0.001325449
Pold3	-0.00133511
Xylt2	-0.001336339
4930402H24Rik	-0.001337294
Fbxo46	-0.001344072
Tssk4	-0.001346022
Pmp22	-0.001346347
Spryd3	-0.001347846
Sgo2a	-0.001350342
1520401A03Rik	-0.00135389
Rps12	-0.001362741
Pou3f4	-0.001365203
Ddx27	-0.001367818
Tcea3	-0.001368038
Ccr10	-0.001379092
C1qc	-0.001381754
Eef1d	-0.001383409
Gins4	-0.001385033
Dyrk1b	-0.001386282
Rps23-ps1	-0.001386982
Drap1	-0.00138776
Cdc25c	-0.001387819
Ttc7	-0.001391443
Tm7sf3	-0.001394756
Zc3hav1	-0.001394887
Kantr	-0.001396612
Smim14	-0.001400073
Arl3	-0.001401753
Smu1	-0.001401772
Manba	-0.001404823
Cox14	-0.001410446
Tceanc2	-0.001421296
Ndufa4	-0.001424763
Csnk2a1	-0.00143471
Meaf6	-0.001441435
Mgst2	-0.00144342
Slfn8	-0.001446466
Map3k7	-0.001456654
Gart	-0.001459375
Map2k3os	-0.001459927
Rab33b	-0.001462277
Kif1c	-0.001465261
Gm2506	-0.001466042
Irgm1	-0.001467094
Pgrmc1	-0.00146756
Pet100	-0.001477811
Dgkd	-0.001478404
Eif3l	-0.001480102
Slc2a5	-0.001491469
Plekhb1	-0.001491749
Thsd1	-0.001492485
Gltp	-0.001494115
AA414768	-0.001496138
Pigu	-0.001498507
Cipc	-0.001499254
Rassf10	-0.001505315
Gm8756	-0.001514481
Snapc5	-0.001516878
Tprgl	-0.001524365
Psmd1	-0.001524676
Ccdc58	-0.001525923
Ywhag	-0.001526344
Arntl2	-0.001530136
Vps39	-0.001534882
Nfya	-0.001535984
Wsb2	-0.001538726
Rfc5	-0.001541636
Mylk	-0.001543715
Amigo1	-0.001546333
Acer3	-0.001548472
Sardh	-0.00155479
Amotl2	-0.001558034
Ptger4	-0.001558378
Vps37b	-0.001563778
Cep85l	-0.001564413
Prl8a1	-0.001564595
Tgfbr3	-0.00156517
Commd8	-0.001569337
Polr3d	-0.001571523
Chmp3	-0.001578992
Zfp454	-0.001580327
Tbk1	-0.001580972
Gabarap	-0.001581537
Pgp	-0.001582018
Gm16299	-0.001583134
Insyn2a	-0.001592121
Them4	-0.001593819
Htt	-0.001594379
Akr1e1	-0.001594913
Hells	-0.001595958
Gatc	-0.001596767
Ngrn	-0.001601484
Nars	-0.001604409
