Name	Log2ratio_Log10fdr
Pde4dip	0.879544419
Nebl	0.878679944
Txnl4a	0.877887152
Rrad	0.877001998
Mpp4	0.876849073
Alkbh8	0.876189872
Etv5	0.875760938
Ly6d	0.875704043
Jmjd6	0.875451516
Raver2	0.875017587
Mrtfb	0.874627338
Cd200r1	0.87392889
Elovl1	0.873652665
Sspo	0.87166222
Lamtor5	0.87007127
Xlr4c	0.868563936
Fam124b	0.868374947
Nkap	0.867520207
Fam53b	0.866369406
Pds5a	0.865641878
Mycbpap	0.862084775
Nat8f5	0.8601175
Med13l	0.859623184
Rn7sk	0.859249805
Rmnd5a	0.857162122
Nlrp10	0.856690837
Atp6v0a2	0.855852065
D030056L22Rik	0.855575566
Khdc4	0.853776673
Naa25	0.853611007
Rgs16	0.85166894
Amn1	0.850902793
Has3	0.850556997
Tox4	0.850395935
Gcnt2	0.849587463
Bcr	0.848133258
Tcaf1	0.847058929
Phex	0.845354142
Rims4	0.845070574
Ralbp1	0.844550339
Vip	0.842426796
Auts2	0.842035617
Washc4	0.840685931
Kif24	0.839262671
Ero1b	0.839151977
Gm15328	0.838538613
Bcl2l1	0.838307404
Dusp11	0.836257946
Cdc6	0.835797971
Gdpd1	0.834809595
Arhgap35	0.83420232
Khdrbs3	0.833900203
Rrp8	0.833339248
Socs4	0.832702046
Dnajc21	0.832023197
Rybp	0.831973282
Ythdf2	0.83170345
Smad5	0.830493922
Bet1	0.8302545
Lrrn1	0.828901994
Pggt1b	0.82766189
Xpo1	0.827417683
Appl1	0.826509394
Rin3	0.826044867
Rbm41	0.825181073
Atp11b	0.825062061
Heatr1	0.823958407
AU022252	0.822193529
Cyp27b1	0.821593479
Ptges3	0.819356257
Arl9	0.818869985
Crebl2	0.818536164
Tmem170	0.818404403
Lysmd1	0.818035622
Ranbp2	0.815979118
Fut11	0.815835437
Gem	0.815273815
4921524J17Rik	0.81423434
Etv3	0.811835907
Dhx8	0.811742039
Acin1	0.81167981
Pde10a	0.811196481
AI662270	0.810596388
Mras	0.810570194
Castor1	0.809499649
Tpbg	0.809498152
Fitm2	0.809249864
Flrt3	0.809156094
Hspa13	0.803383821
Hipk1	0.802950608
Efnb1	0.802592868
Acot12	0.802413381
Gm21992	0.801490705
Eno4	0.796272628
Wdtc1	0.794971332
Egr1	0.794667183
Itpk1	0.7939942
2500002B13Rik	0.792748867
Fnbp1l	0.791953808
Areg	0.791142995
4833439L19Rik	0.791130679
Stk36	0.790570576
4930479D17Rik	0.787041963
H19	0.786386198
Gabra2	0.785446721
Gdap2	0.784652216
Resf1	0.783899605
Cmklr1	0.783550873
Hcrtr2	0.782910621
Tmem263	0.782870757
Nlrp2	0.779134735
Clic6	0.778739156
Zdbf2	0.777683238
Adgre4	0.777507579
Bfar	0.777390964
Nefm	0.777013419
Morc2b	0.77693728
Bbx	0.775267608
Abcc5	0.774580818
Naa50	0.774305161
Tmprss9	0.774241498
Ncbp1	0.774012047
Osbpl11	0.773898475
Rmnd1	0.773342924
Fam72a	0.772561041
Onecut2	0.771686512
Ccn2	0.770367832
Thap1	0.770146423
Trp53inp2	0.767334756
Cdh22	0.765545656
Lats1	0.764553829
Ubfd1	0.763796123
Nrros	0.763337314
E130308A19Rik	0.76295252
Ppp2r5c	0.762769197
Ralgapa1	0.762702246
Zcchc24	0.761878787
Skil	0.760938228
Elmo2	0.760049197
Zhx2	0.759956881
Dr1	0.759752839
Prr14l	0.758837595
Slc10a3	0.758734916
9330159F19Rik	0.757956002
Ccnjl	0.754224481
Dbt	0.753069338
Gm13199	0.753029743
Ptcra	0.752597639
Proser3	0.752125426
Rab22a	0.748181455
Ppp1ccb	0.747815705
Zbtb7c	0.747103031
Syt13	0.743670748
Oscar	0.743590317
Ptprg	0.743252011
Insig2	0.742759705
Fbxo28	0.742435447
Ccdc186	0.741903864
St6galnac2	0.741839323
Mlph	0.741445498
Tasor2	0.741329181
Sbk3	0.741240696
Mtrf1l	0.740708963
Ets2	0.739669433
Gucy1b2	0.738389927
Mgme1	0.738297449
Rbm45	0.738291126
Serp1	0.738138054
Cers6	0.737602752
Ranbp6	0.737587928
Arhgap25	0.736799098
Fam205a4	0.736148207
Gtf2e2	0.735572524
C030034L19Rik	0.734937746
Galnt7	0.734119984
Ncor2	0.733825477
Ptar1	0.732875419
Slc20a1	0.732130735
Peak1	0.731446442
Med7	0.730812434
Srsf3	0.730482291
Mtmr10	0.73011463
Tead4	0.72935227
Catsperz	0.72931195
Lsr	0.728982628
Plpp6	0.728335865
Ptcd2	0.728098993
Atoh8	0.727800826
Tlr13	0.727499939
Tsc22d2	0.726649976
Nmt2	0.726272229
Slc27a3	0.725901105
Fam8a1	0.724981307
Nif3l1	0.724893609
Cthrc1	0.724305236
Dcdc2b	0.723635762
Zfp334	0.723441279
Msl1	0.722133603
Zfp366	0.720588213
Gmfb	0.71928781
Mmd	0.718553268
Slc23a1	0.718153874
Zfp790	0.71719946
Dnaja1	0.7167039
Adi1	0.716622262
Robo3	0.716526025
Myl12a	0.714329585
Fam114a2	0.713354966
Abcb7	0.712890413
Rab21	0.712752294
Lnpep	0.712312826
Npff	0.711867972
Rnase4	0.710348174
Hook3	0.709841577
Ubr2	0.709440728
Eed	0.708422744
Sec14l2	0.708093393
Mknk2	0.708041447
Ppp4r3a	0.707768585
Gxylt2	0.70767397
Abcg2	0.707375757
Fam118b	0.705974114
Rexo4	0.705827789
Lats2	0.705384637
Loxhd1	0.703458821
Dixdc1	0.702718083
Kremen2	0.70248452
Dock9	0.70247372
Cebpz	0.70155644
1300002E11Rik	0.701142366
Map3k8	0.699836325
Wfikkn1	0.699435951
Palmd	0.69905717
Fpgt	0.698481307
Prpf4b	0.698327676
Taf8	0.697873625
Tnpo1	0.696219529
Mmgt1	0.695229113
Kif3b	0.693732377
Cd101	0.692102657
Timp3	0.691679673
Stam2	0.690053943
Hcn1	0.689269223
2210408F21Rik	0.689100906
Chrnb1	0.687793203
Tpo	0.686993099
Htr1d	0.686894442
Rbm47	0.685328563
Acot2	0.684556684
Sertad3	0.683787143
Mrpl35	0.683432179
LOC102638047	0.683131312
Taf3	0.682814197
Gm10754	0.682426479
Zw10	0.682062402
Slc2a3	0.681174918
1600014C10Rik	0.680817574
Inhba	0.680656949
Actr6	0.680567923
Ppp2r5e	0.680399665
Zfp638	0.679538724
Bdp1	0.679486428
Htatip2	0.677233592
N4bp2l2	0.676771577
Zfhx4	0.675133737
Helz	0.674241031
Eif1b	0.672832762
Zswim4	0.672716199
A630072M18Rik	0.672399425
Med1	0.67107822
Gm10640	0.670060084
Rasd2	0.669021321
Nup50	0.668187156
Pank1	0.667652835
Kpna4	0.667364102
Omd	0.666770237
Secisbp2	0.66551347
Slc39a10	0.665433573
Endod1	0.665402769
Ccdc3	0.665260795
Gm4540	0.664066266
Il11ra1	0.663292365
Endou	0.662819472
Ryr2	0.662680216
Hr	0.662411007
Eml4	0.661880772
Mcemp1	0.660506521
DXBay18	0.659790067
Zmat3	0.659659736
Hectd2	0.659443496
Crocc	0.658164136
Paxbp1	0.658154398
Mtmr6	0.657808492
Baat	0.657602078
Cytl1	0.657559313
Cebpg	0.656611742
Tnfrsf21	0.655472268
Insm1	0.65484377
Pla1a	0.65406301
Zup1	0.652506007
Svil	0.649724989
Serpinb6b	0.648735768
Nt5dc2	0.647917963
Iqub	0.647545772
Ctsc	0.646989141
Ms4a6d	0.646550315
Zfp429	0.646441176
Kcnf1	0.646163046
Col6a5	0.645816818
Ar	0.645493729
Dhx40	0.645361812
Inpp5k	0.64477823
Evi2	0.644600526
Slco4a1	0.644205566
Fndc3b	0.643633649
Pip5k1a	0.643555892
D630039A03Rik	0.639890175
Zfp983	0.639551742
Gch1	0.639024388
Tpm4	0.636133539
Ero1a	0.636119594
N4bp1	0.635782177
Smarcd2	0.635443204
Frmpd3	0.635098717
Kcnd3	0.632051614
Ndufaf1	0.631619274
Cep76	0.629168222
Vgf	0.628833273
Nr1h3	0.627887107
Bhlhe22	0.626816532
Adam1a	0.624006648
Pcsk1	0.621188715
Sec63	0.620834406
Npas4	0.615961826
Ube2b	0.6157252
Alg11	0.61564465
Aff4	0.614724898
Tmem28	0.613338567
Zfp462	0.612339218
Lrrc8a	0.611467923
Nrk	0.611466971
Fst	0.60927431
Ankrd29	0.608459648
Lsmem1	0.608140347
Ccnt2	0.606934222
Bbs1	0.606285324
Spidr	0.604797826
Qrfprl	0.60397173
Htr1f	0.603896704
Zbtb26	0.603293989
Cacna1e	0.603113621
Pphln1	0.60287694
Ubxn7	0.602316624
Rrn3	0.601659217
Cavin2	0.601581049
Cdh7	0.60135654
Arpc2	0.60067556
Srsf9	0.599923945
Cdh4	0.599213453
Cldn15	0.599006372
Cd164	0.598937554
Nlk	0.597480221
9530052E02Rik	0.597419228
Bbof1	0.593846124
Pum2	0.592819615
Taf7l	0.591868626
Zfhx2	0.591854336
Gm22513	0.591474927
Dsg1c	0.590369746
Nck1	0.590245443
Rbm33	0.589842588
Niban3	0.589804888
Spp1	0.589615806
Tbc1d16	0.589558155
Rpgrip1l	0.589396858
Specc1	0.5874365
Dusp18	0.587027104
Brwd3	0.586997296
Erc1	0.583705036
Fbxl18	0.583373559
Ppp4r3b	0.582464465
Oxtr	0.582451153
Mettl3	0.582243757
Mtmr2	0.580995608
Smg7	0.580716442
Hsp90aa1	0.580577331
Sipa1l3	0.580081308
Zfp280b	0.579692377
Bmt2	0.579007429
Foxo4	0.578426977
Gnmt	0.57835301
Slc24a4	0.578211668
Mxd1	0.577251888
Steap2	0.576144551
Gm14149	0.57585705
Zcchc9	0.575027236
Rnf103	0.574689508
Zscan26	0.574583592
Pop5	0.574570221
Prpf38b	0.574137594
Gpt	0.573934989
Cdca2	0.573403858
Trim16	0.57287353
Tes	0.572290323
Mief1	0.571335801
Pgpep1l	0.570989588
Gm15708	0.570892889
Mterf1a	0.570784037
Car5a	0.570718874
Kctd1	0.570169661
Rhob	0.57005174
Actn1	0.569803526
Arl6ip1	0.568871901
Hsf1	0.56831249
Lin9	0.566303639
Mbnl1	0.565382841
Lmod1	0.565327969
Serpind1	0.5649081
Agtr1a	0.563694363
Dcaf12	0.562916199
Slc16a14	0.562555761
Dhx29	0.562523943
Enah	0.562449833
Ccnb2	0.561379569
H3c15	0.560314121
Lims2	0.559054813
Zfp503	0.559002678
Arglu1	0.558802301
Cemip2	0.558760168
Synpo2	0.558427463
Fam43b	0.557753958
Lamc3	0.557297428
L3mbtl3	0.557179465
Xlr4b	0.556712187
Ccbe1	0.556209254
Lrp8	0.555766372
Myb	0.555646835
Rbbp5	0.555603333
Meak7	0.555397712
Dnmt3l	0.555330248
Tyw5	0.555234277
Nup210l	0.554888596
Arhgap39	0.554732728
Klra2	0.553708343
Emc3	0.553578532
Lig4	0.552916526
9930111J21Rik1	0.552220877
Nfasc	0.552167996
Zfp874b	0.550482896
Mapk4	0.55048049
Rgs7bp	0.549843738
Syt17	0.549794637
Immp1l	0.549479956
Mllt3	0.545258702
Cep162	0.544070068
Efcab14	0.543514165
Zmpste24	0.543281428
Gpatch11	0.542920659
Npas2	0.542807758
Kctd6	0.542604289
Fbxo10	0.542138561
Taf13	0.54184069
B4galt4	0.541635336
Mfsd8	0.541605566
Smg1	0.541191624
Parp1	0.541033652
Leprotl1	0.54070405
Tacc1	0.538830988
Gm24242	0.538591902
Ppil2	0.538578314
Cd47	0.538433614
Rab23	0.536310652
Rhot2	0.536306432
Lad1	0.536246843
Ccn1	0.536097011
Pabpc1l	0.535754013
Ndrg1	0.535091762
Csrnp1	0.535085185
LOC115487916	0.534133937
Rapgef1	0.533650675
Gsx1	0.532916076
Slc15a2	0.531917869
Cracr2b	0.531657917
Diaph1	0.531424889
Avl9	0.531297724
Map2k3	0.531220383
C5ar1	0.530879341
Spag1	0.53056063
Ahcyl2	0.530171458
Gm3500	0.529348469
Bcl11b	0.529120438
D330050G23Rik	0.528634112
Gm9828	0.527195024
Smim43	0.527097018
Gabpa	0.526092884
Igsf6	0.525793365
Ampd3	0.52532762
Awat2	0.524947653
Kbtbd11	0.524625849
Arrb2	0.52429722
Gm28042	0.523390389
Mbd5	0.522195706
Masp2	0.522015673
Kif11	0.521463158
Dio3	0.521118181
Tmpo	0.520433726
Kctd12	0.520191444
Gm15539	0.519779823
Gan	0.519730313
1600029O15Rik	0.51870944
Samd15	0.518476716
Prkag2	0.517834874
Epcam	0.516899298
Atp2a2	0.516379293
Ttc26	0.516348377
Tigd2	0.516345207
Dlg5	0.515546255
Zfp235	0.513551137
Tmf1	0.512713071
Tmco1	0.512559187
Ecpas	0.511641035
Cdkl5	0.510768695
Oga	0.510189953
Fgfr3	0.509959209
Cfap69	0.509269442
Psd3	0.508940207
Ano2	0.508872748
Dgkk	0.506537761
Plxna2	0.506316778
Rhobtb2	0.505809716
Ddi2	0.504589975
9130019P16Rik	0.504585162
Mroh6	0.50396535
Gpr88	0.503936824
Ino80d	0.503914123
Alkbh5	0.503606213
Lyzl4	0.502647271
Fem1b	0.501401518
Ryr3	0.501294126
Rapgef3	0.501007177
Zkscan3	0.500285879
Stxbp4	0.499603297
Slc15a4	0.499241365
Mybpc1	0.498782081
Fam220a	0.498186163
Gm4787	0.497390214
Runx3	0.496967283
Gm10037	0.496571855
Lrch3	0.496505317
Hps4	0.496414351
Smarca5	0.496164107
Tug1	0.494940674
Zcchc8	0.494794778
A930007I19Rik	0.494528609
Fancd2	0.494250689
Wwc1	0.49408298
Btbd10	0.494054209
Egr4	0.493565463
Tmem50b	0.493134072
Chst1	0.492449748
Zbtb11	0.491791648
Dao	0.491553858
Tmc3	0.491231493
Fam20a	0.490315404
Trp53cor1	0.49026724
Cap2	0.489805761
Vbp1	0.489723034
Mterf3	0.48894232
Ddx20	0.48855652
Map3k13	0.487891307
1700007K13Rik	0.486952478
Entpd5	0.48595315
Gtf3c1	0.485046941
Hspe1	0.484938463
Zfp748	0.484218762
Lrrc23	0.484084669
Kdm5b	0.484063101
Klhl24	0.484021107
Lrif1	0.483680071
Sh3glb1	0.482986578
Shroom3	0.482882741
Apex2	0.482809897
Pnrc2	0.482388298
Ccnb1	0.481864572
Syt6	0.481850575
Chpt1	0.481822031
Zfp410	0.481672103
Fam120a	0.481349989
Chat	0.481302581
Ern1	0.481264773
Aagab	0.480542381
Sytl3	0.479576601
Il23a	0.479380374
Mdm1	0.477110544
Tmem64	0.477046038
Virma	0.477030467
Zscan20	0.476636797
Abhd13	0.47599613
Zfp871	0.475233746
Cad	0.475049901
Ybey	0.474903576
Smim15	0.474601374
1700001P01Rik	0.474445358
Itga7	0.474045558
Cep19	0.473644033
Dlk1	0.47343652
Lifr	0.47340427
Ube2q1	0.472811247
A4gnt	0.472571457
Lrfn2	0.471889566
Pard3	0.470454593
Alkal1	0.470019103
Zmym1	0.469718672
Canx	0.469457792
Sema3g	0.469104658
Ascc3	0.468466343
Baiap2l1	0.467691541
Ppid	0.467478634
Adam9	0.467193986
C2cd4b	0.46712524
Dlg2	0.466409069
Pip4p2	0.466387324
Camk1d	0.466297662
Bhlhb9	0.465968779
Rheb	0.465475763
Slf2	0.465151013
Elmod2	0.464874961
Grin2b	0.46455925
Gin1	0.464507885
Rabif	0.464415423
Dmxl1	0.46393927
Tars	0.463325892
Cfap161	0.463254507
Moxd1	0.462612798
Ints3	0.46222721
Utp25	0.461893326
D930048N14Rik	0.461712272
Adra2c	0.460912115
Crispld2	0.460802284
Tcerg1l	0.460711
Hcfc2	0.459324589
Hspd1	0.459221976
Nrip1	0.458896456
Cpox	0.458680235
Cdk6	0.458341482
Kcnn2	0.456659468
Ssc5d	0.456015904
Mss51	0.455297876
Pgr	0.453910588
Tmc5	0.453791104
Gm25777	0.453013202
Smndc1	0.452551133
2700046A07Rik	0.4518727
Soat1	0.451850599
Tasor	0.451365441
Cyria	0.451116779
Maml2	0.451057187
Snrk	0.450534794
Ttbk2	0.450420142
Eif2s1	0.450214274
Klhl2	0.449426228
Slc10a4	0.44900416
Pnpla8	0.448328556
Derl1	0.447563346
Cflar	0.447369953
Kpna6	0.446840192
Socs6	0.446727523
Kcnip2	0.446001061
Nphs1	0.445712007
Tnks2	0.445428953
Sgcd	0.44531188
Drd2	0.444755849
Erich5	0.443810876
Dnaja2	0.443559628
Apold1	0.443258521
Selenok	0.443086681
Wdr60	0.442009148
Shisal2b	0.44175983
Trmt1l	0.44164971
Rap1b	0.440877788
Neto1	0.440834444
Mcmbp	0.440801165
Rgsl1	0.440674911
Fnip1	0.440645517
Ssh2	0.440168932
Fasl	0.439916819
Mfsd13b	0.439274887
Ppargc1a	0.439148646
Tac1	0.438728528
Ints10	0.437456143
Utp4	0.437386052
Rhou	0.436921295
Csmd2	0.436408716
Azi2	0.436274646
Prkd1	0.436040722
Kbtbd7	0.435977474
Lipg	0.434951349
Rprd1a	0.433570157
Gpr161	0.432506613
Ppil6	0.43211516
Gdnf	0.43191451
Snu13	0.431788009
Slc35e2	0.431750578
Oas3	0.431644877
Adrb2	0.43134206
Agfg1	0.431166551
Fbxl3	0.431069772
Myorg	0.430919324
Zbtb6	0.429907134
Dnah6	0.429706858
Fuca2	0.428843282
Serpina3n	0.428803697
Csdc2	0.428715667
Lpp	0.428380048
Lrrc8e	0.427529818
Zfp948	0.427471181
Rint1	0.427434644
Pkd2l2	0.427388557
Amd2	0.427339404
Grem1	0.427253413
Rbm27	0.426903236
Plod1	0.426798411
Eri2	0.426675974
Layn	0.42661403
Ssr3	0.426153356
Gm16701	0.425776482
Orc4	0.424731018
Zfp143	0.423761456
Ablim2	0.423658551
Atp6v0e	0.4234553
Dennd2a	0.42273818
Slc5a8	0.422643667
Ifi27l2a	0.4225749
Crnkl1	0.421680916
Katna1	0.421562305
Pwwp2b	0.421216139
Spink10	0.420839927
Megf6	0.420697626
Ptprv	0.420248701
Prkca	0.419800523
Narf	0.41953557
Swt1	0.419397041
Hacd3	0.418485391
Tcp1	0.418311422
Ttr	0.417473623
Hdac2	0.417399998
Slc43a2	0.417048204
Mllt1	0.416722172
Anxa3	0.416601412
Wbp1l	0.416551273
Zfp91	0.416442174
Nbeal1	0.415713265
Cct5	0.415388539
Stim2	0.415160249
Mast4	0.414970425
Dhx9	0.414570284
Rel	0.414308587
Exoc5	0.413984131
Slc1a5	0.413944553
Usp15	0.412768585
Magi2	0.412663549
Scn5a	0.412253531
Zfp966	0.412197001
Ikbke	0.412085022
Pcgf6	0.411793102
Iars	0.411333004
Sec11a	0.411190022
Zfp92	0.410878068
Nipbl	0.410679758
Kank1	0.41057333
Diablo	0.410384859
Atxn1	0.409972555
Rassf5	0.409810764
Eml5	0.409465501
Tmem70	0.409360044
Tsnax	0.409210301
Gm14117	0.409159703
Tm6sf1	0.408910352
Mrs2	0.408557259
Trp53i11	0.408495841
Radx	0.407603438
Ptbp3	0.406504735
Trak2	0.405012686
Naa16	0.404835179
Edem3	0.404788139
Cntnap5c	0.404723653
Mtr	0.404322607
Tll2	0.403938424
Lrrn2	0.403089064
Lratd2	0.402521784
Mlh3	0.402474344
Cul5	0.402405381
Srp19	0.402105122
Six4	0.402018548
Fubp1	0.401812629
Zfp51	0.401450815
Disp3	0.401102314
Yipf5	0.400789323
Ebp	0.40043869
Tax1bp1	0.400304905
Eif4g2	0.400043642
2810032G03Rik	0.399967269
Arl5b	0.39988723
Trappc8	0.39988234
Polb	0.399650985
Txnrd1	0.399621543
Ifi207	0.399591877
Dpf1	0.399389346
Clstn2	0.398717349
Recql4	0.398275779
Abca13	0.397644204
Kif17	0.396325329
Zfp715	0.396201515
Nrbf2	0.396052089
Pmaip1	0.395763731
Ankrd26	0.395626
Hnrnpa2b1	0.395526335
Dnaaf2	0.395226863
Ptpn9	0.394886901
Tspan14	0.394870075
Heatr5a	0.394525829
Unc13d	0.393754117
Ift74	0.393749462
Epas1	0.392887852
Iffo2	0.392708723
Proser2	0.392343486
Zfp52	0.392276285
Cep97	0.392149984
Zbtb21	0.391708128
Rab11fip1	0.391327551
Rbms2	0.390973925
Tmtc4	0.390901245
Poglut1	0.390722005
Pmch	0.390025717
Zfp276	0.389754945
Ptp4a1	0.389260258
Ucp1	0.389250653
Pigf	0.389045152
Myd88	0.38885293
Mmp12	0.386897189
Cotl1	0.386799
Dnttip2	0.386427458
Entpd3	0.385390868
Rag1	0.385282415
Tmem150c	0.384425958
Ralgds	0.38388806
Mtf1	0.383440141
Gm18180	0.383426853
Nab2	0.383243047
Cep350	0.383136888
Nptx2	0.382846968
Slc12a4	0.382822476
Spint1	0.382741154
Zfp800	0.382604056
Glrx3	0.381574975
Kcna1	0.381396729
Sorcs3	0.381083112
Ptprj	0.380580965
Tnfaip6	0.380069149
Tmed2	0.379962436
Mul1	0.379817566
Rpph1	0.379678925
Mcfd2	0.379233971
Donson	0.378638756
Synpo	0.378622169
Gfpt1	0.378328108
Adgra1	0.377671232
Desi2	0.377667255
Pnrc1	0.377190391
Sec23ip	0.377095859
Yme1l1	0.376627726
Ercc6	0.376029704
Zfat	0.375872804
Gnptab	0.375822897
Eya1	0.375522487
Mamld1	0.375146055
Mpzl3	0.374747127
Bub1b	0.374392206
Celf2	0.374018702
Sdr9c7	0.373538231
Ikbkb	0.37332746
B9d1os	0.373178957
Ythdc2	0.372814348
Trim63	0.372553699
Pik3c2b	0.37246998
Ggt5	0.371997827
Wnk4	0.371013092
Tle3	0.370701279
Ppwd1	0.370290107
Adam19	0.370075025
Isca1	0.369967209
Sox6	0.369591463
Usp37	0.369530632
Dnah9	0.368192695
Gigyf2	0.368192115
Gm5117	0.368079617
Plxna4	0.367983342
Ecm1	0.367816797
Allc	0.367778657
Zfp383	0.365995354
Sft2d2	0.365768135
Zfp709	0.365452071
Ripor2	0.365311877
Usp9x	0.36513143
Arf4	0.363888367
Phactr4	0.363828168
Mmp24	0.363219203
Cep41	0.363001208
Arid2	0.362776832
Sulf2	0.362429861
Tmem63c	0.362293559
Mthfd2	0.362039523
Fastkd3	0.361792084
Josd1	0.361068301
Sp3	0.360876113
Gpatch8	0.360677799
Pacsin2	0.360610446
Aopep	0.360569762
Neto2	0.360070811
Trpm7	0.360059401
Zgpat	0.359848375
Ube2g2	0.359739538
Naa35	0.359635342
Mtif3	0.359380909
Tmem38b	0.358647191
Arl13b	0.358531808
Grm1	0.357783832
Ctrl	0.357248776
Epha2	0.357232619
Filip1l	0.35710279
Pim3	0.357048792
Srp72	0.356623528
Gm15382	0.356539579
Jmy	0.356478416
Dedd2	0.355393509
Sorl1	0.355197114
4930486L24Rik	0.355084453
Plekhm1	0.355044408
Grm5	0.355036597
Hmgn5	0.354896932
Ube4a	0.354869465
Mga	0.354817231
Ppil4	0.354742825
Cbr3	0.35421906
Galnt16	0.353930497
Pepd	0.35349715
Folh1	0.353348459
Cct4	0.353061208
Il7r	0.352439242
Amh	0.352384481
Lrrc71	0.352211079
Cnot9	0.351878441
Mis12	0.35174372
Nepro	0.351142222
Capza1	0.351105341
Spast	0.351002935
Slc18a1	0.350835758
Gtf2b	0.350763347
Klhl28	0.350728148
Slc27a5	0.350551774
Il4ra	0.350336315
Mobp	0.350282992
Gm24119	0.349978697
Mafk	0.349618442
Il20ra	0.349554871
Zfp106	0.349540547
Chuk	0.348958586
Tpt1	0.348747916
Dcdc5	0.348498707
Mme	0.348376472
Cyp4f15	0.347772627
C130060C02Rik	0.347491337
Tmem167b	0.346957063
Arsj	0.346871397
Midn	0.346149915
Elovl5	0.346034314
Zfp68	0.345928795
Sh3rf2	0.345809246
Polk	0.345481091
Celf3	0.345301745
Fam78a	0.345118009
Zfp995	0.344198748
Nrp1	0.344178617
Zbtb41	0.344169228
Ddx19b	0.344086168
Acvr2a	0.343937798
Fbxl14	0.343918904
Tmod2	0.343629092
Fbxo15	0.343026436
Gtf2f2	0.342491411
Hbp1	0.342403961
Tlcd4	0.341876277
Sppl2a	0.341724465
Tubgcp4	0.341415291
Rgs9	0.341198889
Arid4a	0.340355271
Ptpn7	0.340080449
Amy2a5	0.339630484
Nmnat1	0.339026993
Zcchc10	0.339011748
Phf8	0.338929957
Cd7	0.338849405
Enpp4	0.338740777
Snord3b-ps2	0.338444863
Phf3	0.337991543
Cttnbp2nl	0.337477062
Wdr66	0.337420473
Drc7	0.337415708
Sdccag8	0.337214785
Mro	0.33697504
Idnk	0.336925872
Epc2	0.33656354
Irs1	0.33623397
Cebpa	0.336111427
Rcor1	0.335707539
Popdc3	0.334907294
Perp	0.33477303
Insl6	0.334134347
Lrrn3	0.334100242
Tcp11l2	0.334020859
Gpbp1l1	0.333788456
Zcchc14	0.33354789
Ifit1bl1	0.333332856
Gm13547	0.33328072
Ccdc78	0.332853733
Lancl3	0.332450177
Csgalnact2	0.332302684
Sema3e	0.331947545
Sowahb	0.331650005
Tnrc6b	0.331625766
Cmc2	0.33158218
Adat1	0.331266275
2410004B18Rik	0.331265128
Mettl7a2	0.331101716
Pcmtd2	0.331091047
Bicd1	0.330945369
Adpgk	0.330891841
Piga	0.330739547
Ldhal6b	0.330584664
Cd80	0.329704357
Msl2	0.329459221
Snapc1	0.32945401
Sphkap	0.329290126
Thrb	0.329267283
Col10a1	0.329026676
Trak1	0.328452264
4930453N24Rik	0.328054828
Ifi35	0.328036825
Vps13a	0.328003455
Parp16	0.327892696
Ap5m1	0.327778225
Tesc	0.327632145
Phc3	0.327443784
Taf5	0.327253716
Aida	0.326422199
Dcakd	0.326390049
Krr1	0.326125263
Six3	0.325476307
Ucma	0.324668957
Srf	0.324393541
Rbm10	0.32374909
Tada1	0.323243336
Rrm2b	0.323100573
Ptgis	0.322968032
Cntfr	0.322771723
AA467197	0.322498265
Pabpc5	0.322491978
Zbtb7b	0.322079366
Zfp114	0.32198104
Vps35	0.321970809
Tmco3	0.321519261
Spsb1	0.320534766
Erv3	0.320387757
Wnt11	0.320316702
Furin	0.320292356
Fyb	0.320258767
Soga3	0.320238535
Gpr75	0.319499929
1700017B05Rik	0.318894713
0610009B22Rik	0.318578963
B9d2	0.318508703
Slc39a5	0.318503193
Zfp770	0.317754022
Cyp2j9	0.317504705
Wapl	0.317137713
Osbpl8	0.317111136
Vmn1r58	0.317069682
C1ra	0.31701585
Huwe1	0.31662205
Slit1	0.316313593
Clk4	0.316309442
Atg2b	0.316283401
Rad51c	0.316045832
Smad3	0.315919208
Vit	0.315799762
Irf2	0.315777086
Rnf216	0.315740262
Tardbp	0.315601023
H60b	0.315494553
Cbll1	0.315337027
Tsx	0.314989761
Gata2	0.314906799
Xlr3b	0.314679632
Zfp944	0.313998525
Zfp426	0.31388211
Smim17	0.31346781
Dmkn	0.31343915
H2bc23	0.313335302
H4c8	0.313185939
Zfp658	0.312839114
Ss18	0.312039162
Csnk1g3	0.311629697
Dimt1	0.31130976
Fktn	0.311094404
Elavl3	0.310895976
Tmprss7	0.31057148
Lrp6	0.310520095
Elp4	0.310411709
4930526L06Rik	0.310400885
Ttc1	0.310206556
Ift80	0.309796764
1110017D15Rik	0.309792614
Ggps1	0.309753207
Snx9	0.309593736
Ipcef1	0.309551139
Aunip	0.309001232
Ripor3	0.30899931
Cbx5	0.308872664
Utp20	0.308275531
Ints13	0.307777363
9530026P05Rik	0.307570907
Epm2aip1	0.306577469
Trip4	0.306546875
Rfc1	0.30631459
Zfp120	0.305961618
Ttll8	0.305271151
Tmem59	0.305251014
Gramd1c	0.305169276
Ccdc158	0.305024729
Faap24	0.304504844
Insr	0.304298426
Tbx15	0.304072144
Dmrt2	0.303569286
Chrna2	0.303465452
Atp8a1	0.303342664
Gimap5	0.303320688
Uchl5	0.303319129
Cramp1l	0.303072409
Nt5c2	0.303031305
Gpbp1	0.302956142
Eef1akmt3	0.302739751
Gimap8	0.302648167
Abl2	0.302165743
Ttll4	0.301924241
Mib1	0.301810607
Cabp7	0.301708361
Lhfp	0.301703066
